,service_type,is_mix_service,online_time,1_total_fee,2_total_fee,3_total_fee,4_total_fee,month_traffic,many_over_bill,contract_type,contract_time,is_promise_low_consume,net_service,pay_times,pay_num,last_month_traffic,local_trafffic_month,local_caller_time,service1_caller_time,service2_caller_time,gender,age,complaint_level,former_complaint_num,former_complaint_fee,current_service,fee_mean,fee_std,fee_fluctuate,online_time_norm,fee_mean_norm,fee_fluctuate_norm,month_traffic_norm,contract_time_norm,pay_num_norm,last_month_traffic_norm,local_trafffic_month_norm,local_caller_time_norm,service1_caller_time_norm,service2_caller_time_norm,age_norm,former_complaint_num_norm,former_complaint_fee_norm,service1_caller_time_dimean,last_month_traffic_dimean,former_complaint_num_dimean,former_complaint_fee_dimean,user_id,fee_mean_2,fee_mean_2_norm
361901,4,0,42,253.0,61.3,292.55,153.1,2642.963774,1,0,0,0,4,4,200.0,0.0,2033.586529,56.85,75.96666667,40.75,2,27,1,2,0,1,189.9875,90.015001,-33.3,0.15018299999999998,0.071279,0.43033000000000005,0.016616,0.018868,0.003401,0.0,0.019108,0.008799,0.025675,0.00626,0.290323,0.095238,0.0,1,0,1,0,0AvcMYCnyGwlOX19,26.125,0.680188
362139,4,0,23,52.1,40.5,60.95,32.3,1866.136699,1,0,0,0,4,2,50.0,24.439188,1809.036303,13.48333333,0.0,23.76666667,2,22,0,0,0,1,46.4625,10.929283,-6.6,0.080586,0.025277,0.44823900000000005,0.011732,0.018868,0.00085,0.001615,0.016998,0.0020870000000000003,0.0,0.0036509999999999997,0.23655900000000002,0.0,0.0,0,1,0,0,OfGkZ5SgqN0sj8Q2,-8.525,0.6728270000000001
362193,4,0,134,231.85,49.31,36.0,64.75,1432.6833199999999,0,0,0,0,4,3,100.05,217.99297620000002,1455.545141,118.51666670000002,90.68333333,28.13333333,1,36,0,0,0,1,95.4775,79.389308,-55.7,0.487179,0.040987,0.41530500000000004,0.009007,0.018868,0.0017010000000000003,0.014402000000000002,0.013675999999999999,0.018343,0.030649000000000003,0.0043219999999999995,0.38709699999999997,0.0,0.0,1,1,0,0,NT6S4FkyRqGjoVr0,105.645,0.6970810000000001
362255,4,0,34,60.96,80.11,31.2,31.19,27.6949501,0,0,0,0,4,1,0.04,171.3603439,0.0,0.0,0.0,2.05,1,27,0,0,0,1,50.865,20.802625,-9.923333,0.120879,0.026688,0.44601,0.000174,0.018868,1e-06,0.011321,0.0,0.0,0.0,0.000315,0.290323,0.0,0.0,0,1,0,0,OhZ6dSw9ojGqbRAi,-9.58,0.672603
362268,4,0,69,179.2,177.1,115.25,244.95,4492.206059,1,0,0,0,4,2,200.0,0.0,4500.950451,100.83333329999999,64.95,42.63333333,1,26,0,0,0,1,179.125,45.872248,21.916667,0.24908400000000003,0.067798,0.467366,0.028243,0.018868,0.003401,0.0,0.042291,0.015606,0.021951,0.006548999999999999,0.27957,0.0,0.0,1,0,0,0,okY1war2RjON3GV9,65.9,0.688638
362305,4,0,32,263.3,0.0,-0.03,295.3,823.949563,0,0,0,0,4,1,300.0,0.0,0.0,0.0,0.0,13.41666667,1,39,0,0,0,1,139.6425,140.115015,10.666667,0.113553,0.055143,0.45982,0.00518,0.018868,0.005102000000000001,0.0,0.0,0.0,0.0,0.002061,0.41935500000000003,0.0,0.0,0,0,0,0,evAoCKdJgt62fGqB,279.315,0.733975
362520,4,0,54,76.61,121.87,134.28,119.12,981.9999627999998,1,0,0,0,4,2,100.0,0.0,837.727614,36.76666667,127.7,45.45,1,28,0,0,0,1,112.97,21.755449,14.17,0.194139,0.046594,0.46216999999999997,0.006174,0.018868,0.0017010000000000003,0.0,0.007871,0.005691,0.043158999999999996,0.0069819999999999995,0.301075,0.0,0.0,1,0,0,0,Zqtunilg539ofcjT,-30.21,0.66822
362582,4,0,23,256.0,188.08,176.44,99.91,5049.182022999999,1,0,0,0,4,3,250.0,0.0,4422.851654,12.08333333,0.0,26.88333333,2,32,0,0,0,1,180.1075,55.381228,-52.03,0.080586,0.06811299999999999,0.417767,0.031744,0.018868,0.004252000000000001,0.0,0.041558,0.00187,0.0,0.00413,0.344086,0.0,0.0,0,0,0,0,JrXQoZcE7aGSqfik,-4.305,0.673723
362592,4,0,71,194.7,568.75,601.6,270.7,10281.654129999999,1,0,0,0,4,2,249.5,0.0,9831.754667000001,10.16666667,0.0,40.43333333,2,23,2,1,30060,1,408.9375,178.652027,25.333333,0.25640999999999997,0.141456,0.469658,0.06464099999999999,0.018868,0.004243,0.0,0.09237999999999999,0.001574,0.0,0.006211,0.24731199999999998,0.047619,0.047893,0,0,1,1,aHF46DTlzeN1ROEo,-352.475,0.599759
362791,4,0,25,373.06,235.14,202.57,245.5,30211.53773,1,0,0,0,4,1,300.0,0.0,30087.290530000002,28.65,50.86666667,28.65,0,28,0,0,0,1,264.0675,64.890022,-42.52,0.087912,0.095023,0.424146,0.189941,0.018868,0.005102000000000001,0.0,0.282704,0.0044340000000000004,0.017192,0.0044009999999999995,0.301075,0.0,0.0,1,0,0,0,0nCMsdm1ABF73UPN,90.425,0.6938479999999999
362805,4,0,67,63.3,85.9,176.5,46.15,598.5746688999999,1,0,0,0,4,2,200.0,0.0,598.623625,35.65,0.0,37.55,2,30,0,0,0,1,92.9625,50.248549,-5.716667,0.241758,0.040181,0.44883100000000004,0.0037630000000000003,0.018868,0.003401,0.0,0.005625,0.005518,0.0,0.005768,0.322581,0.0,0.0,0,0,0,0,i0RWBIlpfOgvZKAh,-76.475,0.658392
363061,4,0,42,140.85,243.0,123.55,349.45,4098.141869,1,0,0,0,4,2,130.0,1686.0,3745.347721,57.36666667,77.03333333,37.23333333,2,26,0,0,0,1,214.2125,90.442864,69.533333,0.15018299999999998,0.079044,0.499305,0.025764999999999996,0.018868,0.002211,0.11139,0.035192,0.008879000000000001,0.026035000000000003,0.00572,0.27957,0.0,0.0,1,1,0,0,lIJOpeEsTA4QwZHF,61.875,0.687783
363473,4,0,43,142.2,145.05,67.5,71.25,1926.91185,0,0,0,0,4,1,100.0,0.0,1926.9005760000002,54.58333333,18.05,37.46666667,1,21,0,0,0,1,106.5,37.16233,-23.65,0.153846,0.04452,0.436803,0.012115,0.018868,0.0017010000000000003,0.0,0.018105,0.008448,0.0061,0.005755,0.225806,0.0,0.0,1,0,0,0,Akqr7FWza0yJvc5Y,0.45,0.6747340000000001
363649,4,0,17,109.65,67.05,66.0,71.65,2340.623517,0,0,0,0,4,1,100.0,1024.0,1029.292308,10.96666667,6.933333332999999,46.75,1,42,0,0,0,1,78.5875,18.059394,-12.666667,0.05860800000000001,0.035574,0.44417,0.014716,0.018868,0.0017010000000000003,0.06765299999999999,0.009670999999999999,0.001697,0.002343,0.007181,0.451613,0.0,0.0,1,1,0,0,ZGIw5rLmT7p3t6A9,24.125,0.679763
363769,4,0,38,52.45,127.65,204.15,128.35,2638.0329699999998,1,0,0,0,4,1,100.0,0.0,2656.797186,67.68333333,79.35,45.35,1,21,0,0,0,1,128.15,53.63483000000001,25.3,0.13553099999999998,0.051459000000000005,0.46963599999999994,0.016585,0.018868,0.0017010000000000003,0.0,0.024964,0.010476000000000001,0.026818,0.006966,0.225806,0.0,0.0,1,0,0,0,9n5xpaAZ80kuPJH2,-75.5,0.6585989999999999
363819,4,0,80,98.5,145.9,41.9,105.0,2879.3848329999996,1,0,0,0,4,4,100.0,0.0,2879.4167039999998,2.933333333,0.0,2.933333333,2,21,0,0,0,1,97.825,37.049789000000004,2.166667,0.289377,0.04174,0.45411899999999994,0.018103,0.018868,0.0017010000000000003,0.0,0.027055000000000003,0.000454,0.0,0.00045099999999999996,0.225806,0.0,0.0,0,0,0,0,yWhuAVR3sN8wSpem,7.85,0.6763060000000001
364028,4,0,41,56.5,59.8,16.0,16.0,1018.1205279999999,0,0,0,0,4,1,30.0,0.0,1046.219117,0.0,0.0,0.0,1,43,0,0,0,1,37.075,21.107271,-13.5,0.14652,0.022269,0.443611,0.0064010000000000004,0.018868,0.0005099999999999999,0.0,0.00983,0.0,0.0,0.0,0.462366,0.0,0.0,0,0,0,0,cCRmzBfS6AioNpYZ,-1.65,0.674287
364287,4,0,23,49.9,65.2,55.6,54.4,4789.622561,1,0,0,0,4,5,51.0,0.0,4635.576383,10.81666667,0.0,34.48333333,1,42,0,0,0,1,56.275,5.573767,1.5,0.080586,0.028422000000000003,0.453672,0.030113,0.018868,0.000867,0.0,0.043556,0.001674,0.0,0.005297,0.451613,0.0,0.0,0,0,0,0,PVFMeOvnIGsSf23C,-8.25,0.6728850000000001
364351,4,0,13,623.86,300.1,16.0,16.0,2515.2768300000002,0,0,0,0,4,3,700.0,0.0,1623.406796,29.8,0.0,47.36666667,1,55,0,0,0,1,238.99,250.653361,-202.62,0.043956,0.086985,0.31676,0.015813999999999998,0.018868,0.011904999999999999,0.0,0.015253999999999998,0.004612,0.0,0.007276,0.591398,0.0,0.0,0,0,0,0,R9qQ8O0dFNcolrEj,161.88,0.7090270000000001
364510,4,0,25,72.15,81.6,59.85,82.95,1319.713381,0,0,0,0,4,4,250.0,750.0,1321.127089,115.46666670000002,80.35,35.11666667,2,40,0,0,0,1,74.1375,9.238938000000001,3.6,0.087912,0.034148000000000005,0.45508000000000004,0.008297,0.018868,0.004252000000000001,0.049551,0.012412999999999999,0.017871,0.027156,0.0053939999999999995,0.430108,0.0,0.0,1,1,0,0,j1dsG3Oc7DtzKiuU,6.825,0.676088
364586,4,0,46,17.17,22.99,22.57,22.7,1548.771733,0,3,5,0,4,2,25.0,314.3431435,1308.553228,12.93333333,0.0,26.93333333,1,26,0,0,0,1,21.3575,2.42243,1.843333,0.16483499999999998,0.017231,0.453902,0.009737,0.11320799999999999,0.000425,0.020768000000000002,0.012295,0.002002,0.0,0.004137,0.27957,0.0,0.0,0,1,0,0,Hz3muiCfkh5DwbtR,-2.845,0.674034
364704,4,0,26,197.7,482.15,105.5,103.0,5623.6202840000005,0,0,0,0,4,3,250.0,6144.0,5651.61736,136.06666669999998,93.35,42.71666667,2,19,0,0,0,1,222.0875,154.92073100000002,-31.566667,0.091575,0.081568,0.431493,0.035356,0.018868,0.004252000000000001,0.40592,0.053103,0.02106,0.03155,0.006562,0.204301,0.0,0.0,1,1,0,0,8ng54ksupZjwVXB9,-143.475,0.644159
364763,4,0,89,400.58,137.65,185.95,57.26,1931.1834760000002,1,0,0,0,4,1,0.02,0.0,1931.1918269999999,15.95,0.0,15.95,1,44,0,0,0,1,195.36,127.08840500000001,-114.44,0.322344,0.073001,0.375906,0.012140999999999999,0.018868,0.0,0.0,0.018146000000000002,0.0024690000000000003,0.0,0.00245,0.47311800000000004,0.0,0.0,0,0,0,0,RVOu3GrTMiQS8Pqm,67.12,0.688897
364909,4,0,16,105.3,182.55,32.1,193.4,5505.004945000001,0,0,0,0,4,2,100.0,0.0,5503.064805,126.25,90.78333333,35.46666667,1,37,0,0,0,1,128.3375,65.12393399999999,29.366667,0.05494500000000001,0.051519,0.47236300000000003,0.03461,0.018868,0.0017010000000000003,0.0,0.051707,0.019540000000000002,0.030682,0.005448,0.39784899999999995,0.0,0.0,1,0,0,0,g8hjKiycYOUXeCPl,42.025,0.683566
364935,4,0,130,32.4,47.5,25.2,80.75,569.3353376,0,0,0,0,4,1,50.0,0.0,569.688903,11.38333333,0.0,12.61666667,1,38,0,0,0,1,46.4625,21.369118,16.116667,0.47252700000000003,0.025277,0.463476,0.0035789999999999997,0.018868,0.00085,0.0,0.005353,0.0017620000000000001,0.0,0.0019379999999999998,0.408602,0.0,0.0,0,0,0,0,SkZU1TPgnWbGI0fY,20.225,0.6789350000000001
365302,4,0,22,41.0,0.0,41.0,41.0,0.0,0,0,0,0,3,1,30.0,0.0,0.0,0.0,0.0,0.0,2,43,0,0,0,1,30.75,17.753521,0.0,0.076923,0.020241,0.452666,0.0,0.018868,0.0005099999999999999,0.0,0.0,0.0,0.0,0.0,0.462366,0.0,0.0,0,0,0,0,qUAIWVSpYeZFfOwP,20.5,0.6789930000000001
366107,4,0,22,147.4,205.85,179.05,188.85,4311.763696,1,0,0,0,4,2,130.0,0.0,4311.679584,72.55,61.41666667,32.3,1,21,0,0,0,1,180.2875,21.271324,13.816667,0.076923,0.06817000000000001,0.461933,0.027107999999999997,0.018868,0.002211,0.0,0.040513,0.011229000000000001,0.020756999999999998,0.004961999999999999,0.225806,0.0,0.0,1,0,0,0,mvGpE21WhyzQPVBY,-24.325,0.66947
366253,4,0,36,26.65,43.9,47.3,34.0,499.7515926,0,0,0,0,4,1,30.0,86.71811199,457.12495,43.13333333,85.06666667,30.35,2,35,0,0,0,1,37.9625,8.156545,2.45,0.12820499999999999,0.022553,0.454309,0.0031420000000000003,0.018868,0.0005099999999999999,0.005729,0.004295,0.0066760000000000005,0.02875,0.0046619999999999995,0.376344,0.0,0.0,1,1,0,0,72URtmNXscfMYqTP,-15.275,0.671393
366265,4,0,34,108.2,136.95,131.45,135.9,2328.025743,0,0,0,1,4,1,100.0,2048.0,2328.1149739999996,83.35,94.9,42.01666667,1,31,0,0,0,1,128.125,11.68752,9.233333,0.120879,0.051451,0.458859,0.014636000000000001,0.018868,0.0017010000000000003,0.13530699999999998,0.021875,0.0129,0.032074,0.0064540000000000005,0.333333,0.0,0.0,1,1,0,0,pHuojkQiLteXUsmT,-12.15,0.672057
366316,4,0,34,100.4,100.0,345.75,101.25,766.4541311,0,0,0,1,4,2,100.0,2048.0,766.48176,74.63333333,80.98333333,36.28333333,1,26,0,0,0,1,161.85,106.175674,0.283333,0.120879,0.062261000000000004,0.45285600000000004,0.0048189999999999995,0.018868,0.0017010000000000003,0.13530699999999998,0.007201999999999999,0.011551,0.02737,0.005574,0.27957,0.0,0.0,1,1,0,0,Xmb8vI3E5oRcAFHK,-122.05,0.64871
366574,4,0,42,26.45,62.6,71.9,180.45,627.1706657000001,0,0,0,0,4,1,3.0,0.0,627.184229,41.46666667,16.1,43.85,1,28,0,0,0,1,85.35,57.471047,51.333333,0.15018299999999998,0.037741000000000004,0.487097,0.003943,0.018868,5.1e-05,0.0,0.005893,0.006418000000000001,0.005441,0.006736,0.301075,0.0,0.0,1,0,0,0,mVd3D7HtuGl9LJAI,36.2,0.6823279999999999
366759,4,0,23,35.99,70.0,51.0,36.0,894.9285517000001,0,0,0,0,4,2,40.01,0.0,895.4418519999999,15.03333333,0.0,15.03333333,2,39,1,2,1500,1,48.2475,13.973145,0.003333,0.080586,0.025849,0.452668,0.005626,0.018868,0.0006799999999999999,0.0,0.008414,0.002327,0.0,0.002309,0.41935500000000003,0.095238,0.0023899999999999998,0,0,1,1,Ydconsa4ypINZbrq,-24.505,0.6694319999999999
366782,4,0,23,119.0,99.05,108.95,153.6,2307.366409,1,0,0,0,4,2,110.0,0.0,2307.778954,13.21666667,0.0,29.25,2,24,0,0,0,1,120.15,20.560125,11.533333,0.080586,0.048895,0.46040200000000003,0.014506999999999999,0.018868,0.001871,0.0,0.021684000000000002,0.002046,0.0,0.004493,0.258065,0.0,0.0,0,0,0,0,jfsyZWMvg0eBn9VO,32.3,0.6815
367034,4,0,34,87.6,216.7,123.6,129.25,294.0261354,1,0,0,1,4,3,110.0,0.0,289.33847099999997,254.68333330000002,137.56666669999998,317.15,1,43,1,1,17910,1,139.2875,47.463516999999996,13.883332999999999,0.120879,0.055028999999999995,0.461978,0.001849,0.018868,0.001871,0.0,0.002719,0.039418,0.046494,0.048718,0.462366,0.047619,0.028535,1,0,1,1,vFoyCIgfY7XrhuWn,-61.725,0.661525
367074,4,0,40,36.3,36.0,39.3,37.3,353.2742424,0,0,0,0,4,1,50.0,565.6744785,354.509465,18.91666667,0.0,19.0,1,22,0,0,0,1,37.225,1.291075,0.333333,0.14285699999999998,0.022317,0.45288900000000004,0.002221,0.018868,0.00085,0.037373,0.003331,0.002928,0.0,0.002919,0.23655900000000002,0.0,0.0,0,1,0,0,Wi1TrMAFfxdugOp4,-0.85,0.674457
368049,4,0,13,38.65,43.6,36.0,36.0,1049.4128859999998,1,0,0,1,4,1,30.0,0.0,1015.9921949999999,24.15,59.1,43.45,1,30,0,0,0,1,38.5625,3.103098,-0.883333,0.043956,0.022744999999999998,0.45207299999999995,0.0065980000000000006,0.018868,0.0005099999999999999,0.0,0.009545999999999999,0.0037380000000000004,0.019974000000000002,0.006675,0.322581,0.0,0.0,1,0,0,0,B1qjdR3zEh5CDU0Y,-2.475,0.674112
368071,4,0,53,197.8,70.3,17.8,211.1,755.609623,1,0,0,0,4,1,100.0,0.0,345.163569,1.033333333,0.0,28.08333333,1,30,0,0,0,1,124.25,82.454124,4.433333,0.190476,0.050209,0.455639,0.004751,0.018868,0.0017010000000000003,0.0,0.003243,0.00016,0.0,0.004314,0.322581,0.0,0.0,0,0,0,0,RGeYKHk14ZuvMQys,160.4,0.708713
368235,4,0,134,115.7,110.6,104.0,129.5,275.1665478,0,3,10,0,4,1,100.0,1024.0,278.746962,207.9833333,198.2166667,40.11666667,2,48,0,0,0,1,114.95,9.368698,4.6,0.487179,0.047229,0.455751,0.00173,0.20754699999999998,0.0017010000000000003,0.06765299999999999,0.0026190000000000002,0.032189999999999996,0.066992,0.006162,0.516129,0.0,0.0,1,1,0,0,tV617ysmSLH4fAZ5,15.3,0.677888
368287,4,0,40,16.4,149.2,186.8,46.0,1448.669542,0,0,0,0,4,2,60.0,0.0,1448.15669,47.96666667,1.466666667,50.33333333,2,25,0,0,0,1,99.6,70.461337,9.866667,0.14285699999999998,0.042309,0.459284,0.009108,0.018868,0.0010199999999999999,0.0,0.013607,0.007423999999999999,0.000496,0.007731999999999999,0.26881700000000003,0.0,0.0,1,0,0,0,5RAyVxpYN4TnvwiK,-136.8,0.6455770000000001
368373,4,0,32,34.3,51.85,45.0,40.25,533.8621988,0,0,0,0,4,3,30.0,0.0,533.899764,99.7,91.5,39.01666667,2,19,1,2,0,1,42.85,6.432049,1.9833330000000002,0.113553,0.02412,0.453996,0.003356,0.018868,0.0005099999999999999,0.0,0.005017,0.015431,0.030925,0.005993,0.204301,0.095238,0.0,1,0,1,0,NGV70SlOsQ8gZRqL,-11.15,0.672269
368390,4,0,134,215.7,169.2,245.1,236.6,1448.177046,1,0,0,0,4,4,280.0,0.0,1214.011905,390.6666667,623.15,47.01666667,1,35,0,0,0,1,216.65,29.410075,6.966667,0.487179,0.079825,0.45733900000000005,0.009105,0.018868,0.004762,0.0,0.011406999999999999,0.060465,0.21060900000000002,0.007222,0.376344,0.0,0.0,1,0,0,0,AlOWT76BCEIyQhXt,19.0,0.678674
368584,4,0,20,41.1,161.5,137.1,145.1,1857.639859,1,0,0,0,4,2,60.0,0.0,1857.6398600000002,9.333333332999999,0.0,9.733333333,2,42,0,0,0,1,121.2,47.074728,34.666667,0.069597,0.049232,0.475918,0.011679,0.018868,0.0010199999999999999,0.0,0.017455000000000002,0.0014449999999999999,0.0,0.001495,0.451613,0.0,0.0,0,0,0,0,YHq9k4aGsERX6m5A,-56.2,0.6626989999999999
368762,4,0,174,46.0,46.0,46.0,46.15,6.510242462000001,0,0,0,0,4,1,50.0,900.0,6.510243,0.0,0.0,0.0,2,65,0,0,0,1,46.0375,0.064952,0.05,0.6337,0.025141,0.45269899999999996,4.1e-05,0.018868,0.00085,0.059461,6.1e-05,0.0,0.0,0.0,0.698925,0.0,0.0,0,1,0,0,pkLBMPnc4EsCWUz1,0.075,0.674654
368837,4,0,29,69.7,96.4,66.1,86.5,828.5470095,1,0,0,0,4,1,30.0,0.0,827.381392,5.716666667,0.0,5.716666667,1,47,0,0,0,1,79.675,12.349975,5.6,0.10256400000000002,0.035922,0.45642200000000005,0.005209,0.018868,0.0005099999999999999,0.0,0.007774,0.0008849999999999999,0.0,0.000878,0.505376,0.0,0.0,0,0,0,0,SjnYr23bAmaHqKWi,-3.15,0.6739689999999999
369030,4,0,37,151.92,219.4,122.93,168.6,1722.8080989999999,1,0,0,0,4,3,250.08,0.0,1359.751796,336.8,376.55,37.0,2,25,0,0,0,1,165.7125,35.040194,5.56,0.131868,0.063499,0.456395,0.010831,0.018868,0.004253,0.0,0.012776000000000001,0.052128,0.12726400000000002,0.005684000000000001,0.26881700000000003,0.0,0.0,1,0,0,0,AjeZ1shtG6L5lDqI,-10.905,0.6723210000000001
369051,4,0,18,173.65,141.1,370.9,179.25,4551.337398,0,0,0,0,4,2,200.0,0.0,4560.962599,244.08333330000002,283.53333330000004,35.7,1,25,1,2,0,1,216.225,90.48190799999999,1.8666669999999999,0.06227100000000001,0.079689,0.45391800000000004,0.028613999999999997,0.018868,0.003401,0.0,0.042855000000000004,0.037778,0.095827,0.005484,0.26881700000000003,0.095238,0.0,1,0,1,0,TLOxrX8jpwazsm6G,-79.55,0.6577390000000001
369191,4,0,134,36.8,39.2,174.5,53.6,311.8887796,0,0,0,0,4,2,200.0,176.8469505,280.821625,11.38333333,82.75,37.83333333,1,52,0,0,0,1,76.025,57.216448,5.6,0.487179,0.034753,0.45642200000000005,0.001961,0.018868,0.003401,0.011684,0.002639,0.0017620000000000001,0.027967000000000002,0.0058119999999999995,0.55914,0.0,0.0,1,1,0,0,49eAKowrHWhGM6kR,-61.65,0.6615409999999999
369568,4,0,18,41.05,105.7,36.0,59.2,1503.6948539999999,0,0,0,1,4,2,150.0,0.0,1492.591865,115.53333329999998,131.55,12.1,2,22,0,0,0,1,60.4875,27.492189,6.05,0.06227100000000001,0.029773,0.45672399999999996,0.009454,0.018868,0.0025510000000000003,0.0,0.014025,0.017882,0.044461,0.001859,0.23655900000000002,0.0,0.0,1,0,0,0,AhXYZl0Ojr4fEozu,-20.725,0.670235
369660,4,0,44,71.8,46.0,46.15,120.76,491.5862427,0,0,0,0,3,2,80.0,750.0,491.58624299999997,156.95,124.05,43.1,1,39,0,0,0,1,71.1775,30.492188,16.32,0.15750899999999998,0.033199,0.46361199999999997,0.003091,0.018868,0.0013599999999999999,0.049551,0.004619,0.024291999999999998,0.041926,0.006620999999999999,0.41935500000000003,0.0,0.0,1,1,0,0,wlu241cfCVW9aANh,50.205,0.685303
369701,4,0,39,47.6,36.0,41.0,36.9,1376.1990560000002,0,0,0,0,4,1,5.0,0.0,1406.5372810000001,14.83333333,0.0,14.83333333,1,52,0,0,0,1,40.375,4.577322000000001,-3.566667,0.139194,0.023326,0.450273,0.008652,0.018868,8.499999999999999e-05,0.0,0.013216,0.0022960000000000003,0.0,0.0022789999999999998,0.55914,0.0,0.0,0,0,0,0,ovHMF4w2GWqLOsIK,3.75,0.675435
369739,4,0,36,16.0,0.0,0.0,74.2,0.0,0,0,0,0,3,1,20.0,0.0,0.0,0.0,0.0,0.0,1,48,0,0,0,1,22.55,30.52716,19.4,0.12820499999999999,0.017613,0.465678,0.0,0.018868,0.00033999999999999997,0.0,0.0,0.0,0.0,0.0,0.516129,0.0,0.0,0,0,0,0,VxLiSyfGcTj73vs5,45.1,0.6842189999999999
370073,4,0,70,46.25,85.5,37.5,46.5,478.2442694,0,0,0,0,4,1,100.0,0.0,478.24427000000003,10.35,6.166666667,41.51666667,2,44,0,0,0,1,53.9375,18.579538,0.083333,0.252747,0.027673000000000003,0.452722,0.003007,0.018868,0.0017010000000000003,0.0,0.004494,0.001602,0.002084,0.006378,0.47311800000000004,0.0,0.0,1,0,0,0,a6mc4WCJG51qP9Lh,-15.125,0.671425
370175,4,0,32,78.0,79.5,74.25,138.0,431.99806689999997,0,3,10,0,2,2,60.0,1024.0,430.212199,50.0,71.15,46.76666667,1,36,0,0,0,1,92.4375,26.374926000000002,20.0,0.113553,0.040013,0.466081,0.002716,0.20754699999999998,0.0010199999999999999,0.06765299999999999,0.0040420000000000005,0.007739,0.024047,0.007184,0.38709699999999997,0.0,0.0,1,1,0,0,24d6b8TnL9rGVYqP,31.125,0.68125
370389,4,0,5,139.0,139.1,139.0,150.81,3685.929028,0,3,10,0,4,2,150.0,3222.0,0.0,0.0,0.0,27.68333333,1,69,0,0,0,1,141.9775,5.09961,3.936667,0.014652000000000002,0.055890999999999996,0.45530600000000004,0.023174,0.20754699999999998,0.0025510000000000003,0.21286999999999998,0.0,0.0,0.0,0.004253,0.741935,0.0,0.0,0,1,0,0,ZvRtuAG4rNHdgxcP,5.855,0.675882
370535,4,0,6,143.52,135.73,220.72,447.6,1115.1865050000001,1,0,0,1,4,2,80.0,0.0,1034.848841,115.75,670.3333332999999,35.01666667,2,23,0,0,0,1,236.8925,126.106577,101.36,0.018315,0.086313,0.520652,0.007011,0.018868,0.0013599999999999999,0.0,0.009724,0.017915,0.226556,0.005379,0.24731199999999998,0.0,0.0,1,0,0,0,r3QW5BHCdzi1Lmbn,117.335,0.6995640000000001
371011,4,0,94,73.41,16.52,67.48,78.92,1415.080471,0,0,0,0,4,2,100.02,150.0,1415.094877,15.51666667,0.0,17.21666667,2,33,0,0,0,1,59.0825,24.904257,1.8366669999999998,0.340659,0.029322000000000004,0.45389799999999997,0.008897,0.018868,0.0017010000000000003,0.009909999999999999,0.013296,0.002402,0.0,0.0026449999999999998,0.35483899999999996,0.0,0.0,0,1,0,0,g7RJFv5zSCH3ZiLk,34.165,0.6818960000000001
371024,4,0,31,34.95,45.64,198.8,84.6,531.7749367,0,0,0,0,4,2,300.05,202.5448227,527.239134,15.28333333,0.0,23.0,2,48,0,0,0,1,90.9975,64.924826,16.55,0.10989000000000002,0.039550999999999996,0.463767,0.003343,0.018868,0.005103,0.013382,0.004954,0.002365,0.0,0.0035329999999999997,0.516129,0.0,0.0,0,1,0,0,Ua5k80y6C1nGjAPB,-62.445,0.6613720000000001
371355,4,0,49,177.18,171.41,242.36,218.71,6376.2079189999995,1,0,0,0,4,3,150.07,0.0,23713.73788,32.51666667,10.7,44.65,2,22,0,0,0,1,202.415,29.407675,13.843333,0.175824,0.075262,0.461951,0.040087,0.018868,0.002552,0.0,0.22281700000000002,0.005033,0.003616,0.0068590000000000005,0.23655900000000002,0.0,0.0,1,0,0,0,TKskNljxXa5IyQM8,-8.94,0.6727390000000001
371791,4,0,38,39.2,80.28,35.5,40.7,1680.8769949999999,1,0,0,0,4,2,200.0,0.0,1681.6312679999999,8.85,0.0,8.85,0,28,1,2,20710,1,48.92,18.204345999999997,0.5,0.13553099999999998,0.026064999999999998,0.45300100000000004,0.010568000000000001,0.018868,0.003401,0.0,0.015801,0.00137,0.0,0.001359,0.301075,0.095238,0.032996,0,0,1,1,bIXL4tJlzAE7OZ3u,-17.94,0.6708270000000001
371803,4,0,49,75.25,79.1,79.25,77.45,2182.639816,0,0,0,0,4,2,200.0,304.79848,686.310389,44.7,59.21666667,40.15,1,25,0,0,0,1,77.7625,1.613372,0.733333,0.175824,0.035309,0.453158,0.013722,0.018868,0.003401,0.020137000000000002,0.006449,0.0069180000000000005,0.020013999999999997,0.006168,0.26881700000000003,0.0,0.0,1,1,0,0,oRwFG5MsE2Tg3yV6,-2.825,0.674038
371935,4,0,174,77.15,79.8,110.5,79.95,461.1389551,0,0,0,0,4,1,79.8,450.0,433.08119800000003,155.1333333,137.15,35.71666667,1,54,0,0,0,1,86.85,13.699681,0.933333,0.6337,0.038222000000000006,0.45329200000000003,0.0028989999999999997,0.018868,0.0013570000000000001,0.02973,0.004069,0.024011,0.046353,0.005487,0.580645,0.0,0.0,1,1,0,0,8uzKvZx4GBVscfQk,-16.6,0.671112
372332,4,0,81,16.2,16.1,241.27,16.0,497.07204440000004,0,0,0,0,4,1,20.0,0.0,497.27646500000003,19.5,0.0,19.5,1,41,0,0,0,1,72.3925,97.501496,-0.06666699999999999,0.29304,0.033588,0.452621,0.003125,0.018868,0.00033999999999999997,0.0,0.004672,0.003018,0.0,0.002995,0.44086000000000003,0.0,0.0,0,0,0,0,qO1yer5juRCGKFd2,-112.585,0.650721
